CustomerID,Gender,Age,Tenure_Months,ContractType,MonthlyCharges,InternetService,TechSupport,OnlineSecurity,PaymentMethod,Complaints,TotalCharges,Churn
CUST0603,Female,31,53,Month-to-Month,35,FiberOptic,No,No,CreditCard,No,1825,No
CUST0604,Female,19,68,Month-to-Month,27,DSL,No,No,BankTransfer,No,1753,Yes
CUST0605,Male,54,28,One-Year,108,No,No,No,CreditCard,No,3119,No
CUST0606,Male,22,65,Month-to-Month,115,DSL,No,No,EWallet,No,7487,No
CUST0607,Male,55,49,Month-to-Month,109,FiberOptic,Yes,No,EWallet,No,5365,Yes
CUST0608,Female,62,47,Month-to-Month,105,DSL,Yes,No,CreditCard,Yes,4961,Yes
CUST0609,Female,58,52,Month-to-Month,50,FiberOptic,Yes,Yes,EWallet,Yes,2560,No
CUST0610,Female,64,54,Month-to-Month,29,FiberOptic,No,No,CreditCard,No,1540,No
CUST0611,Male,31,60,Month-to-Month,75,FiberOptic,No,No,EWallet,No,4506,No
CUST0612,Female,56,57,Month-to-Month,95,FiberOptic,Yes,Yes,CreditCard,No,5462,Yes
CUST0613,Female,42,47,Month-to-Month,111,DSL,No,No,EWallet,No,5255,No
CUST0614,Female,37,31,One-Year,89,DSL,No,No,BankTransfer,No,2832,No
CUST0615,Female,19,46,Month-to-Month,39,DSL,No,No,BankTransfer,Yes,1885,Yes
CUST0616,Male,56,26,Two-Year,24,FiberOptic,Yes,No,EWallet,No,604,No
CUST0617,Male,23,5,Two-Year,42,DSL,Yes,No,CreditCard,No,215,Yes
CUST0618,Female,34,52,Month-to-Month,28,DSL,Yes,Yes,EWallet,No,1383,No
CUST0619,Male,42,54,One-Year,77,FiberOptic,No,No,Cash,No,4233,No
CUST0620,Male,45,33,Two-Year,78,FiberOptic,Yes,No,Cash,No,2636,No
CUST0621,Female,19,50,Two-Year,112,FiberOptic,No,Yes,CreditCard,No,5507,No
CUST0622,Female,52,38,Month-to-Month,99,DSL,No,Yes,EWallet,No,3752,No
CUST0623,Male,54,27,Month-to-Month,73,DSL,No,No,EWallet,No,2020,Yes
CUST0624,Female,22,15,One-Year,65,No,No,Yes,BankTransfer,No,995,No
CUST0625,Male,18,61,One-Year,41,DSL,Yes,No,CreditCard,No,2552,Yes
CUST0626,Female,57,21,One-Year,83,FiberOptic,No,Yes,Cash,No,1708,Yes
CUST0627,Male,29,46,Month-to-Month,27,FiberOptic,No,Yes,Cash,No,1236,No
CUST0628,Female,53,69,Two-Year,39,FiberOptic,No,No,CreditCard,Yes,2654,No
CUST0629,Male,62,6,Two-Year,70,DSL,No,Yes,Cash,No,384,No
CUST0630,Male,40,38,Month-to-Month,97,FiberOptic,No,No,CreditCard,Yes,3710,Yes
CUST0631,Male,64,62,Month-to-Month,58,FiberOptic,Yes,No,Cash,No,3509,No
CUST0632,Female,48,62,Month-to-Month,56,FiberOptic,Yes,Yes,Cash,No,3396,Yes
CUST0633,Male,28,46,Two-Year,69,DSL,Yes,Yes,CreditCard,No,3173,Yes
CUST0634,Male,27,13,One-Year,53,DSL,No,No,CreditCard,Yes,693,No
CUST0635,Female,20,3,One-Year,94,DSL,Yes,Yes,Cash,No,312,No
CUST0636,Female,31,6,Month-to-Month,52,FiberOptic,No,No,Cash,No,344,No
CUST0637,Male,33,8,Month-to-Month,50,FiberOptic,No,No,BankTransfer,No,364,No
CUST0638,Male,27,44,Month-to-Month,73,DSL,No,Yes,EWallet,No,3293,No
CUST0639,Female,46,33,Month-to-Month,63,FiberOptic,No,No,CreditCard,No,1997,Yes
CUST0640,Female,27,50,One-Year,53,DSL,No,Yes,CreditCard,No,2655,Yes
CUST0641,Female,29,11,Two-Year,90,FiberOptic,Yes,Yes,EWallet,No,943,Yes
CUST0642,Female,47,28,Two-Year,81,No,Yes,Yes,BankTransfer,Yes,2305,No
CUST0643,Female,58,70,Two-Year,42,DSL,No,No,Cash,No,2983,Yes
CUST0644,Male,18,41,Month-to-Month,65,DSL,Yes,No,Cash,Yes,2668,Yes
CUST0645,Female,22,16,Month-to-Month,75,DSL,Yes,No,BankTransfer,No,1273,Yes
CUST0646,Male,37,68,One-Year,26,FiberOptic,No,No,BankTransfer,Yes,1824,No
CUST0647,Male,25,48,Two-Year,108,FiberOptic,Yes,Yes,EWallet,No,5098,No
CUST0648,Male,60,56,Month-to-Month,80,No,No,No,EWallet,No,4427,Yes
CUST0649,Female,29,64,Month-to-Month,22,DSL,No,No,Cash,No,1446,Yes
CUST0650,Male,18,59,Month-to-Month,57,No,No,No,BankTransfer,No,3296,Yes
CUST0651,Male,37,62,One-Year,103,DSL,No,Yes,BankTransfer,Yes,6449,No
CUST0652,Female,45,11,Month-to-Month,53,FiberOptic,No,Yes,Cash,No,640,Yes
CUST0653,Male,60,18,Month-to-Month,63,DSL,Yes,No,Cash,No,1132,Yes
CUST0654,Male,54,19,Month-to-Month,49,FiberOptic,Yes,No,Cash,No,849,Yes
CUST0655,Female,64,55,Month-to-Month,36,FiberOptic,No,No,Cash,No,2075,Yes
CUST0656,Male,54,26,Two-Year,78,FiberOptic,No,No,Cash,No,1997,No
CUST0657,Male,29,6,Month-to-Month,29,FiberOptic,No,No,EWallet,No,188,No
CUST0658,Male,54,4,One-Year,118,DSL,No,No,Cash,No,532,Yes
CUST0659,Female,66,29,One-Year,103,DSL,Yes,No,BankTransfer,No,2982,No
CUST0660,Female,66,59,Two-Year,37,FiberOptic,No,No,CreditCard,No,2157,No
CUST0661,Female,61,17,Month-to-Month,64,DSL,No,No,EWallet,No,1137,Yes
CUST0662,Male,45,43,Two-Year,110,DSL,No,No,BankTransfer,No,4665,Yes
CUST0663,Male,64,66,Month-to-Month,78,FiberOptic,No,Yes,CreditCard,Yes,5198,No
CUST0664,Female,32,34,Two-Year,81,FiberOptic,No,No,EWallet,No,2716,No
CUST0665,Male,23,8,Two-Year,78,DSL,No,No,Cash,No,677,No
CUST0666,Male,61,13,Month-to-Month,68,DSL,No,No,EWallet,No,971,No
CUST0667,Female,37,8,Month-to-Month,119,DSL,Yes,Yes,Cash,No,944,Yes
CUST0668,Female,67,65,Month-to-Month,82,FiberOptic,No,Yes,Cash,No,5234,No
CUST0669,Male,31,43,Month-to-Month,106,FiberOptic,Yes,No,Cash,No,4639,No
CUST0670,Male,19,39,Month-to-Month,51,No,Yes,Yes,CreditCard,No,2054,No
CUST0671,Male,26,59,Month-to-Month,29,FiberOptic,No,No,EWallet,No,1800,No
CUST0672,Female,54,44,Month-to-Month,30,DSL,No,No,Cash,No,1244,Yes
CUST0673,Female,37,9,Month-to-Month,89,No,Yes,No,BankTransfer,Yes,798,Yes
CUST0674,Female,43,37,Month-to-Month,81,FiberOptic,No,Yes,EWallet,Yes,2908,Yes
CUST0675,Female,46,36,Month-to-Month,66,DSL,Yes,No,BankTransfer,No,2425,No
CUST0676,Male,18,28,Month-to-Month,53,No,No,No,CreditCard,No,1520,No
CUST0677,Female,52,42,Month-to-Month,119,FiberOptic,No,No,CreditCard,No,4981,No
CUST0678,Female,23,43,Month-to-Month,36,FiberOptic,No,No,EWallet,No,1476,No
CUST0679,Female,54,42,Month-to-Month,73,FiberOptic,No,Yes,CreditCard,No,3137,Yes
CUST0680,Female,22,66,Two-Year,95,DSL,No,Yes,CreditCard,No,6278,No
CUST0681,Female,50,55,Month-to-Month,104,DSL,No,Yes,EWallet,No,5646,No
CUST0682,Male,66,48,Month-to-Month,59,FiberOptic,No,No,BankTransfer,No,2786,No
CUST0683,Male,68,22,Month-to-Month,38,DSL,No,Yes,Cash,No,868,No
CUST0684,Female,31,27,Two-Year,86,FiberOptic,No,No,EWallet,No,2273,No
CUST0685,Male,29,67,Two-Year,101,FiberOptic,No,No,EWallet,No,6679,No
CUST0686,Female,59,13,Two-Year,72,FiberOptic,No,Yes,Cash,No,877,No
CUST0687,Female,37,45,One-Year,83,FiberOptic,Yes,Yes,BankTransfer,No,3777,No
CUST0688,Male,67,10,Month-to-Month,102,FiberOptic,Yes,No,Cash,No,998,Yes
CUST0689,Male,41,9,Month-to-Month,66,FiberOptic,No,No,Cash,No,511,No
CUST0690,Female,60,54,Month-to-Month,25,FiberOptic,No,Yes,BankTransfer,No,1299,Yes
CUST0691,Female,51,27,Two-Year,35,DSL,No,Yes,BankTransfer,No,846,No
CUST0692,Female,42,34,One-Year,91,DSL,No,No,Cash,No,3080,Yes
CUST0693,Male,67,1,One-Year,37,DSL,No,Yes,Cash,No,43,No
CUST0694,Female,46,32,Month-to-Month,71,DSL,Yes,No,EWallet,No,2312,No
CUST0695,Female,56,71,Two-Year,67,DSL,No,Yes,BankTransfer,No,4852,Yes
CUST0696,Female,48,67,Month-to-Month,62,DSL,No,No,CreditCard,Yes,4100,Yes
CUST0697,Male,64,20,Month-to-Month,58,FiberOptic,No,No,BankTransfer,Yes,1148,Yes
CUST0698,Female,60,35,Month-to-Month,68,No,No,No,Cash,No,2457,No
CUST0699,Female,67,17,Month-to-Month,31,DSL,Yes,No,Cash,No,438,Yes
CUST0700,Male,40,18,Month-to-Month,29,FiberOptic,No,No,Cash,No,434,Yes
CUST0701,Female,61,45,Two-Year,90,FiberOptic,No,Yes,Cash,No,4086,No
CUST0702,Female,55,53,Month-to-Month,74,DSL,Yes,Yes,CreditCard,No,3880,No
CUST0703,Male,37,68,Month-to-Month,20,No,No,No,BankTransfer,Yes,1432,Yes
CUST0704,Female,40,65,Month-to-Month,68,FiberOptic,No,No,CreditCard,Yes,4517,No
CUST0705,Male,62,1,Month-to-Month,55,DSL,No,No,CreditCard,No,-3,No
CUST0706,Male,69,58,Two-Year,40,FiberOptic,Yes,No,Cash,No,2293,Yes
CUST0707,Female,33,26,One-Year,56,DSL,No,No,CreditCard,No,1378,No
CUST0708,Female,67,20,One-Year,43,FiberOptic,No,No,Cash,No,838,Yes
CUST0709,Female,59,10,Two-Year,74,DSL,No,No,Cash,No,812,No
CUST0710,Female,25,59,One-Year,44,FiberOptic,No,No,Cash,Yes,2518,Yes
CUST0711,Male,67,41,Month-to-Month,26,FiberOptic,No,No,CreditCard,Yes,1066,Yes
CUST0712,Female,38,5,One-Year,100,FiberOptic,No,No,Cash,No,561,No
CUST0713,Male,18,65,Month-to-Month,112,DSL,No,No,CreditCard,No,7323,No
CUST0714,Female,25,17,Month-to-Month,113,FiberOptic,No,Yes,BankTransfer,No,2011,Yes
CUST0715,Female,46,22,Month-to-Month,90,FiberOptic,Yes,No,Cash,No,1988,Yes
CUST0716,Female,49,41,One-Year,116,FiberOptic,Yes,Yes,EWallet,No,4834,No
CUST0717,Male,55,68,One-Year,90,FiberOptic,Yes,No,EWallet,No,6130,Yes
CUST0718,Female,22,69,Month-to-Month,43,FiberOptic,Yes,Yes,EWallet,Yes,3026,Yes
CUST0719,Female,64,11,One-Year,30,FiberOptic,Yes,Yes,EWallet,No,395,No
CUST0720,Female,39,56,Two-Year,92,FiberOptic,Yes,No,EWallet,No,5235,No
CUST0721,Female,64,51,Month-to-Month,31,FiberOptic,Yes,No,CreditCard,No,1677,Yes
CUST0722,Male,51,21,Month-to-Month,54,FiberOptic,No,No,BankTransfer,Yes,1050,Yes
CUST0723,Female,18,26,One-Year,82,FiberOptic,Yes,No,CreditCard,No,2117,Yes
CUST0724,Male,43,19,Month-to-Month,87,DSL,No,No,Cash,Yes,1591,Yes
CUST0725,Male,60,60,One-Year,119,FiberOptic,Yes,Yes,BankTransfer,No,7080,No
CUST0726,Male,27,71,Month-to-Month,111,FiberOptic,No,No,BankTransfer,No,7828,No
CUST0727,Male,47,47,Month-to-Month,76,DSL,No,No,BankTransfer,No,3627,No
CUST0728,Male,67,71,One-Year,32,FiberOptic,No,No,BankTransfer,No,2248,No
CUST0729,Male,35,26,One-Year,42,FiberOptic,No,No,EWallet,No,1169,No
CUST0730,Female,34,40,Two-Year,102,DSL,Yes,No,Cash,No,3980,Yes
CUST0731,Male,43,5,Two-Year,58,FiberOptic,No,No,BankTransfer,No,306,No
CUST0732,Male,25,21,One-Year,107,DSL,No,No,BankTransfer,Yes,2324,No
CUST0733,Male,64,4,One-Year,99,DSL,No,No,EWallet,No,314,No
CUST0734,Female,57,23,Month-to-Month,116,FiberOptic,No,No,CreditCard,No,2626,No
CUST0735,Female,66,15,Month-to-Month,31,DSL,No,No,CreditCard,No,560,Yes
CUST0736,Male,29,8,Month-to-Month,53,DSL,No,Yes,CreditCard,No,430,No
CUST0737,Female,44,41,Two-Year,90,FiberOptic,Yes,No,Cash,No,3784,No
CUST0738,Male,25,19,Month-to-Month,94,DSL,No,No,CreditCard,No,1854,Yes
CUST0739,Male,42,46,Month-to-Month,50,No,Yes,Yes,BankTransfer,No,2337,No
CUST0740,Female,63,28,Month-to-Month,112,No,No,No,EWallet,No,3063,No
CUST0741,Male,21,68,One-Year,81,DSL,Yes,No,EWallet,Yes,5441,No
CUST0742,Female,50,15,Two-Year,32,DSL,Yes,No,CreditCard,Yes,418,No
CUST0743,Female,18,37,Month-to-Month,50,FiberOptic,No,No,EWallet,No,1875,No
CUST0744,Male,36,1,Two-Year,21,FiberOptic,No,No,BankTransfer,No,3,No
CUST0745,Male,48,67,Month-to-Month,34,DSL,No,Yes,CreditCard,No,2283,No
CUST0746,Female,33,24,Month-to-Month,76,FiberOptic,Yes,No,BankTransfer,Yes,1907,Yes
CUST0747,Male,31,27,Two-Year,94,DSL,Yes,No,Cash,No,2617,No
CUST0748,Male,65,40,Month-to-Month,53,FiberOptic,No,No,BankTransfer,No,2129,Yes
CUST0749,Male,22,63,Two-Year,87,DSL,No,Yes,BankTransfer,No,5501,Yes
CUST0750,Female,58,61,Month-to-Month,94,DSL,No,Yes,BankTransfer,No,5740,No
CUST0751,Female,43,36,Month-to-Month,48,DSL,No,No,BankTransfer,No,1758,No
CUST0752,Male,45,24,Two-Year,85,No,No,No,Cash,Yes,1962,No
CUST0753,Female,19,24,Month-to-Month,35,FiberOptic,No,No,CreditCard,No,884,Yes
CUST0754,Female,67,4,Two-Year,58,FiberOptic,No,No,BankTransfer,No,202,No
CUST0755,Female,23,67,Two-Year,96,DSL,No,No,CreditCard,No,6485,No
CUST0756,Female,26,34,Month-to-Month,56,DSL,No,No,EWallet,Yes,1910,Yes
CUST0757,Female,50,57,Month-to-Month,100,DSL,No,No,BankTransfer,No,5745,No
CUST0758,Male,58,49,Month-to-Month,40,FiberOptic,No,Yes,BankTransfer,No,1905,No
CUST0759,Male,42,53,Month-to-Month,63,FiberOptic,No,No,EWallet,No,3308,No
CUST0760,Male,65,23,Month-to-Month,38,FiberOptic,Yes,No,CreditCard,Yes,804,No
CUST0761,Female,30,69,Month-to-Month,90,DSL,Yes,No,Cash,Yes,6202,Yes
CUST0762,Female,26,53,Month-to-Month,27,No,No,No,BankTransfer,Yes,1467,No
CUST0763,Male,30,62,Month-to-Month,96,DSL,Yes,No,EWallet,No,5969,Yes
CUST0764,Female,48,41,Two-Year,85,No,Yes,No,EWallet,Yes,3547,Yes
CUST0765,Male,58,57,Two-Year,60,DSL,No,No,BankTransfer,No,3400,No
CUST0766,Male,28,60,One-Year,94,FiberOptic,No,No,CreditCard,Yes,5599,No
CUST0767,Male,21,54,Month-to-Month,107,DSL,No,No,CreditCard,No,5753,No
CUST0768,Female,51,70,Two-Year,89,FiberOptic,No,No,BankTransfer,Yes,6192,No
CUST0769,Female,55,57,Month-to-Month,80,FiberOptic,No,No,EWallet,No,4559,No
CUST0770,Male,63,10,One-Year,45,FiberOptic,No,No,BankTransfer,No,529,Yes
CUST0771,Male,21,40,Two-Year,90,FiberOptic,No,No,Cash,No,3547,Yes
CUST0772,Male,55,7,Month-to-Month,102,FiberOptic,No,Yes,Cash,No,802,Yes
CUST0773,Male,36,38,One-Year,89,FiberOptic,No,No,CreditCard,Yes,3433,No
CUST0774,Female,23,61,Two-Year,48,FiberOptic,No,No,Cash,No,2901,No
CUST0775,Female,51,3,Two-Year,85,DSL,Yes,No,EWallet,No,212,No
CUST0776,Male,35,51,One-Year,38,FiberOptic,Yes,Yes,Cash,Yes,2029,No
CUST0777,Male,30,47,Month-to-Month,87,FiberOptic,No,No,BankTransfer,No,4018,Yes
CUST0778,Female,58,68,Month-to-Month,77,DSL,Yes,Yes,EWallet,Yes,5292,Yes
CUST0779,Female,40,38,Month-to-Month,89,FiberOptic,No,No,CreditCard,No,3291,No
CUST0780,Male,36,36,One-Year,76,DSL,No,No,CreditCard,No,2674,No
CUST0781,Male,62,41,Month-to-Month,56,DSL,No,No,Cash,No,2250,No
CUST0782,Male,28,69,Two-Year,80,DSL,No,Yes,CreditCard,No,5447,No
CUST0783,Female,18,13,Month-to-Month,111,DSL,No,Yes,BankTransfer,Yes,1488,Yes
CUST0784,Female,41,58,Month-to-Month,49,FiberOptic,Yes,Yes,EWallet,No,2910,Yes
CUST0785,Female,24,50,Month-to-Month,90,FiberOptic,No,Yes,BankTransfer,Yes,4517,Yes
CUST0786,Male,42,30,One-Year,92,No,No,No,BankTransfer,No,2773,No
CUST0787,Male,38,62,Month-to-Month,44,FiberOptic,No,No,BankTransfer,Yes,2702,Yes
CUST0788,Female,32,25,Month-to-Month,116,DSL,No,No,BankTransfer,No,2864,No
CUST0789,Female,18,27,Month-to-Month,84,FiberOptic,Yes,No,EWallet,No,2248,No
CUST0790,Male,29,51,Month-to-Month,25,FiberOptic,Yes,Yes,EWallet,No,1274,Yes
CUST0791,Female,24,57,Month-to-Month,37,FiberOptic,Yes,Yes,BankTransfer,No,2108,Yes
CUST0792,Female,32,47,Two-Year,29,FiberOptic,No,Yes,BankTransfer,No,1308,No
CUST0793,Male,38,39,Month-to-Month,111,No,No,No,CreditCard,No,4288,No
CUST0794,Female,36,16,Month-to-Month,30,FiberOptic,No,No,CreditCard,No,516,Yes
CUST0795,Male,46,22,Two-Year,116,No,No,Yes,EWallet,No,2624,Yes
CUST0796,Male,42,54,Two-Year,84,DSL,No,Yes,CreditCard,No,4623,No
CUST0797,Male,50,21,One-Year,96,DSL,No,No,EWallet,No,2071,No
CUST0798,Male,66,16,Month-to-Month,103,FiberOptic,Yes,No,EWallet,No,1644,Yes
CUST0799,Male,49,59,Two-Year,84,FiberOptic,Yes,No,Cash,Yes,4858,No
CUST0800,Male,66,31,Two-Year,71,FiberOptic,No,No,EWallet,No,2279,No
CUST0801,Male,52,42,One-Year,86,No,No,Yes,CreditCard,Yes,3647,No
CUST0802,Female,61,32,Month-to-Month,101,DSL,No,No,Cash,Yes,3245,Yes
CUST0803,Male,55,59,Month-to-Month,97,DSL,No,No,CreditCard,No,5820,No
CUST0804,Male,43,34,One-Year,50,FiberOptic,No,No,EWallet,No,1786,No
CUST0805,Female,28,9,Month-to-Month,110,FiberOptic,Yes,No,EWallet,No,1005,Yes
CUST0806,Female,52,11,Month-to-Month,36,DSL,Yes,No,BankTransfer,Yes,484,Yes
CUST0807,Female,25,10,Two-Year,74,FiberOptic,No,Yes,EWallet,No,697,Yes
CUST0808,Male,63,17,One-Year,112,FiberOptic,No,No,Cash,No,1873,No
CUST0809,Female,31,68,Month-to-Month,55,FiberOptic,Yes,Yes,EWallet,Yes,3732,Yes
CUST0810,Male,27,48,One-Year,45,FiberOptic,Yes,Yes,BankTransfer,No,2199,Yes
CUST0811,Male,19,52,Month-to-Month,72,DSL,Yes,No,EWallet,No,3780,Yes
CUST0812,Male,63,25,Month-to-Month,36,No,No,Yes,EWallet,No,904,No
CUST0813,Male,26,21,One-Year,105,FiberOptic,No,No,EWallet,Yes,2153,No
CUST0814,Female,20,65,Month-to-Month,44,FiberOptic,Yes,No,BankTransfer,No,2842,No
CUST0815,Female,38,63,Month-to-Month,21,DSL,Yes,Yes,CreditCard,No,1239,Yes
CUST0816,Male,43,51,Two-Year,105,FiberOptic,Yes,No,EWallet,No,5308,No
CUST0817,Male,25,36,Month-to-Month,24,DSL,No,No,Cash,No,875,No
CUST0818,Male,65,66,Month-to-Month,23,DSL,Yes,No,BankTransfer,Yes,1589,Yes
CUST0819,Female,19,15,Two-Year,55,FiberOptic,No,No,Cash,No,884,Yes
CUST0820,Male,23,39,One-Year,25,DSL,Yes,No,EWallet,No,1037,Yes
CUST0821,Male,45,70,One-Year,40,FiberOptic,Yes,No,BankTransfer,Yes,2748,No
CUST0822,Female,46,1,Two-Year,96,DSL,No,No,EWallet,No,177,No
CUST0823,Female,43,23,Month-to-Month,108,FiberOptic,No,No,Cash,No,2527,No
CUST0824,Male,42,39,One-Year,45,DSL,Yes,No,BankTransfer,Yes,1739,No
CUST0825,Female,29,57,Month-to-Month,74,DSL,No,No,CreditCard,No,4129,Yes
CUST0826,Female,22,34,Two-Year,58,DSL,No,Yes,CreditCard,No,1997,No
CUST0827,Male,51,41,Month-to-Month,103,No,No,No,CreditCard,No,4220,Yes
CUST0828,Female,65,13,One-Year,52,FiberOptic,No,No,EWallet,No,711,Yes
CUST0829,Male,54,70,Month-to-Month,33,DSL,No,No,BankTransfer,No,2358,No
CUST0830,Female,32,6,Month-to-Month,75,FiberOptic,No,No,Cash,No,397,No
CUST0831,Male,61,52,One-Year,119,FiberOptic,Yes,Yes,Cash,No,6223,No
CUST0832,Male,53,3,One-Year,100,No,No,Yes,EWallet,No,227,No
CUST0833,Male,32,63,One-Year,40,DSL,No,Yes,EWallet,Yes,2499,No
CUST0834,Female,60,49,Month-to-Month,65,FiberOptic,Yes,Yes,Cash,No,3094,Yes
CUST0835,Male,65,47,Month-to-Month,35,DSL,Yes,No,BankTransfer,Yes,1596,No
CUST0836,Female,40,55,One-Year,35,DSL,Yes,No,EWallet,Yes,1967,No
CUST0837,Male,23,64,Two-Year,103,No,No,No,BankTransfer,No,6623,Yes
CUST0838,Male,63,65,One-Year,48,FiberOptic,No,Yes,Cash,No,3109,No
CUST0839,Female,67,67,Two-Year,111,DSL,No,No,BankTransfer,No,7398,No
CUST0840,Male,61,15,Two-Year,27,DSL,Yes,No,CreditCard,No,411,No
CUST0841,Male,60,32,Month-to-Month,107,FiberOptic,No,No,Cash,No,3455,Yes
CUST0842,Female,62,68,One-Year,22,FiberOptic,No,No,CreditCard,No,1436,Yes
CUST0843,Male,38,18,Two-Year,108,DSL,No,Yes,Cash,No,1942,Yes
CUST0844,Male,40,43,One-Year,38,No,No,No,CreditCard,No,1588,No
CUST0845,Male,60,35,Two-Year,116,DSL,No,No,BankTransfer,No,3987,No
CUST0846,Male,33,58,One-Year,85,DSL,No,Yes,Cash,No,4930,No
CUST0847,Female,64,33,Month-to-Month,98,No,No,Yes,Cash,No,3180,No
CUST0848,Female,32,14,Month-to-Month,105,DSL,No,Yes,CreditCard,No,1506,No
CUST0849,Male,42,34,Month-to-Month,93,DSL,No,Yes,BankTransfer,Yes,3191,Yes
CUST0850,Female,53,61,Two-Year,101,FiberOptic,No,No,Cash,No,6255,No
CUST0851,Male,28,4,One-Year,41,FiberOptic,Yes,No,EWallet,No,180,No
CUST0852,Female,68,59,Month-to-Month,65,DSL,Yes,Yes,CreditCard,No,3842,No
CUST0853,Male,32,29,Two-Year,110,No,Yes,No,Cash,No,3265,Yes
CUST0854,Male,21,6,Month-to-Month,32,FiberOptic,No,No,BankTransfer,No,160,No
CUST0855,Male,38,49,Month-to-Month,52,DSL,No,Yes,BankTransfer,No,2475,Yes
CUST0856,Male,30,40,One-Year,24,FiberOptic,Yes,Yes,BankTransfer,No,938,No
CUST0857,Male,39,65,One-Year,109,DSL,Yes,Yes,BankTransfer,No,6998,Yes
CUST0858,Male,36,69,Month-to-Month,96,FiberOptic,No,No,CreditCard,No,6569,No
CUST0859,Female,51,27,Month-to-Month,46,FiberOptic,No,Yes,Cash,No,1282,No
CUST0860,Male,31,6,Month-to-Month,97,No,No,No,CreditCard,No,497,Yes
CUST0861,Female,21,13,Month-to-Month,43,DSL,No,No,CreditCard,No,626,Yes
CUST0862,Male,65,64,Month-to-Month,86,FiberOptic,No,No,BankTransfer,No,5603,Yes
CUST0863,Female,69,62,Month-to-Month,82,FiberOptic,No,Yes,EWallet,No,5141,No
CUST0864,Female,63,19,Month-to-Month,113,DSL,No,No,BankTransfer,No,2127,No
CUST0865,Female,44,43,Month-to-Month,118,DSL,Yes,No,EWallet,Yes,5166,Yes
CUST0866,Male,46,20,Month-to-Month,67,DSL,No,No,CreditCard,Yes,1297,No
CUST0867,Male,64,68,Month-to-Month,82,FiberOptic,No,No,BankTransfer,Yes,5523,Yes
CUST0868,Female,45,44,Two-Year,97,FiberOptic,No,No,BankTransfer,No,4216,No
CUST0869,Male,52,23,One-Year,31,DSL,No,No,CreditCard,No,701,No
CUST0870,Female,25,2,Month-to-Month,47,FiberOptic,No,No,BankTransfer,Yes,123,Yes
CUST0871,Male,33,22,Month-to-Month,63,FiberOptic,Yes,No,Cash,Yes,1299,No
CUST0872,Female,59,57,Month-to-Month,112,FiberOptic,No,Yes,EWallet,No,6386,No
CUST0873,Female,53,7,Month-to-Month,62,DSL,Yes,No,EWallet,No,454,Yes
CUST0874,Male,47,56,Month-to-Month,36,FiberOptic,Yes,No,EWallet,No,2060,No
CUST0875,Female,35,67,Month-to-Month,59,DSL,Yes,No,BankTransfer,No,3975,Yes
CUST0876,Male,19,16,Month-to-Month,68,DSL,No,Yes,Cash,No,1146,Yes
CUST0877,Female,66,51,Two-Year,104,FiberOptic,No,No,BankTransfer,No,5341,No
CUST0878,Female,30,12,Month-to-Month,76,DSL,No,No,EWallet,No,881,No
CUST0879,Male,21,53,Month-to-Month,106,DSL,No,Yes,BankTransfer,Yes,5620,No
CUST0880,Male,43,5,Two-Year,103,DSL,No,Yes,EWallet,Yes,516,Yes
CUST0881,Male,42,27,Month-to-Month,83,DSL,No,No,CreditCard,Yes,2305,No
CUST0882,Female,47,12,Month-to-Month,94,DSL,No,No,EWallet,No,1091,No
CUST0883,Male,28,17,Month-to-Month,76,No,No,No,CreditCard,No,1349,No
CUST0884,Female,24,6,Month-to-Month,117,DSL,No,Yes,CreditCard,Yes,763,Yes
CUST0885,Female,48,5,One-Year,93,DSL,No,No,CreditCard,No,382,No
CUST0886,Male,61,57,Month-to-Month,93,DSL,No,No,EWallet,No,5263,No
CUST0887,Male,27,28,Month-to-Month,89,No,No,No,Cash,No,2440,Yes
CUST0888,Female,56,69,Month-to-Month,119,FiberOptic,Yes,No,EWallet,No,8166,No
CUST0889,Female,30,59,Month-to-Month,107,DSL,Yes,No,BankTransfer,No,6303,Yes
CUST0890,Male,48,33,Two-Year,95,FiberOptic,No,No,BankTransfer,No,3092,No
CUST0891,Male,24,62,One-Year,62,DSL,No,Yes,Cash,Yes,3898,No
CUST0892,Male,66,50,Month-to-Month,42,DSL,Yes,No,Cash,No,2054,No
CUST0893,Male,59,19,Month-to-Month,46,DSL,No,No,Cash,No,858,Yes
CUST0894,Male,59,69,Month-to-Month,77,DSL,Yes,No,CreditCard,No,5231,Yes
CUST0895,Female,53,66,Two-Year,56,DSL,No,No,Cash,No,3746,No
CUST0896,Female,37,47,Month-to-Month,25,FiberOptic,No,No,Cash,No,1177,No
CUST0897,Female,21,39,Month-to-Month,84,DSL,No,Yes,Cash,No,3287,No
CUST0898,Female,24,68,Month-to-Month,25,FiberOptic,Yes,Yes,EWallet,No,1707,No
CUST0899,Male,18,33,Month-to-Month,69,DSL,Yes,No,BankTransfer,No,2223,No
CUST0900,Male,61,13,Month-to-Month,41,DSL,No,No,BankTransfer,No,539,Yes
CUST0901,Male,62,54,Month-to-Month,107,FiberOptic,Yes,No,Cash,No,5871,No
CUST0902,Female,59,7,Month-to-Month,44,No,No,Yes,BankTransfer,No,386,Yes
CUST0903,Female,64,14,Month-to-Month,98,DSL,No,No,EWallet,Yes,1355,Yes
CUST0904,Male,30,19,Month-to-Month,109,FiberOptic,Yes,Yes,BankTransfer,No,2126,No
CUST0905,Male,39,54,Two-Year,91,DSL,Yes,Yes,CreditCard,No,4941,No
